player_id,height,weight,season_exp,jersey,position,team_id,team_name,team_city,full_name,is_active
1630195,6-6,200,2,0,Forward,0,,,Leandro Bolmaro,1
1626164,6-5,206,8,1,Guard,1610612756,Suns,Phoenix,Devin Booker,1
1630527,6-6,188,2,4,Guard,1610612746,Clippers,LA,Brandon Boston,1
1628449,6-9,200,6,25,Forward-Center,1610612761,Raptors,Toronto,Chris Boucher,1
1631123,6-2,180,1,11,Guard,1610612748,Heat,Miami,Jamaree Bouyea,1
1628396,6-11,248,6,0,Center-Forward,0,,,Tony Bradley,1
1631103,6-4,180,1,22,Forward,1610612759,Spurs,San Antonio,Malaki Branham,1
1631128,6-6,220,1,0,Guard,1610612743,Nuggets,Denver,Christian Braun,1
1628969,6-6,209,5,1,Guard-Forward,1610612751,Nets,Brooklyn,Mikal Bridges,1
1629052,6-7,210,4,12,Forward-Guard,1610612754,Pacers,Indiana,Oshae Brissett,1
1628415,6-6,225,6,24,Guard-Forward,1610612763,Grizzlies,Memphis,Dillon Brooks,1
